movieId,director,actors
26082,Masaki Kobayashi,Tatsuya Nakadai;Akira Ishihama;Shima Iwashita;Tetsuro Tamba;Masao Mishima
26084,Morton DaCosta,Robert Preston;Shirley Jones;Buddy Hackett;Ron Howard;Hermione Gingold
26085,Lewis Milestone,Marlon Brando;Trevor Howard;Richard Harris;Hugh Griffith;Richard Haydn
26095,Jean-Luc Godard,Marino Masé;Patrice Moullet;Geneviève Galéa;Catherine Ribeiro;Barbet Schroeder
26116,Robert Aldrich,Bette Davis;Olivia de Havilland;Joseph Cotten;Agnes Moorehead;Cecil Kellaway
26122,Kaneto Shindō,Nobuko Otowa;Jitsuko Yoshimura;Kei Satō;Jūkichi Uno;Taiji Tonoyama
26124,Byron Haskin,Paul Mantee;Victor Lundin;Adam West;The Woolly Monkey
26131,Gillo Pontecorvo,Brahim Hadjadj;Yacef Saâdi;Fouzia El Kader;Jean Martin;Mohamed Ben Kassen
26133,Bill Melendez,Peter Robbins;Christopher Shea;Tracy Stratford;Cathy Steinberg;Chris Doran
26142,Sam Peckinpah,Charlton Heston;Richard Harris;Jim Hutton;James Coburn;Michael Anderson Jr.
26147,Fred Coe,Jason Robards;Barry Gordon;Barbara Harris;Martin Balsam;Gene Saks
26150,Andrei Tarkovsky,Anatoliy Solonitsyn;Ivan Lapikov;Nikolay Grinko;Nikolai Sergeyev;Irma Raush
26151,Robert Bresson,Anne Wiazemsky;Walter Green;François Lafarge;Jean-Claude Guilbert;Philippe Asselin
26152,Leslie H. Martinson,Adam West;Burt Ward;Lee Meriwether;Cesar Romero;Burgess Meredith
26158,Jiří Menzel,Václav Neckář;Jitka Scoffin;Vladimír Valenta;Libuše Havelková;Josef Somr
26159,Seijun Suzuki,Tetsuya Watari;Ryuji Kita;Eimei Esumi;Chieko Matsubara;Tamio Kawachi
26169,Seijun Suzuki,Jō Shishido;Kôji Nanbara;Isao Tamagawa;Annu Mari;Mariko Ogawa
26172,John Boorman,Lee Marvin;Angie Dickinson;Keenan Wynn;Carroll O'Connor;Lloyd Bochner
26176,Frederick Wiseman,
26183,René Goscinny,Roger Carel;Jacques Morel;Micheline Dax;Jacques Balutin;Jacques Bodoin
26195,Jean-Luc Godard,Mick Jagger;Keith Richards;Brian Jones;Charlie Watts;Bill Wyman
26198,Melville Shavelson,Lucille Ball;Henry Fonda;Van Johnson;Louise Troy;Sidney Miller
26225,Éric Rohmer,Jean-Claude Brialy;Aurora Cornu;Béatrice Romand;Laurence de Monaghan;Michèle Montel
26231,Nicolas Roeg,James Fox;Mick Jagger;Anita Pallenberg;Michèle Breton;Ann Sidney
26237,Michelangelo Antonioni,Mark Frechette;Daria Halprin;Paul Fix;G. D. Spradlin;Bill Garaway
26242,Steven Spielberg,Dennis Weaver;Jacqueline Scott;Eddie Firestone;Lou Frizzell;Gene Dynarski
26249,Enzo Barboni,Terence Hill;Bud Spencer;Steffen Zacharias;Dan Sturkie;Gisela Hahn
26258,Alejandro Jodorowsky,Alejandro Jodorowsky;Brontis Jodorowsky;José Legarreta;Alfonso Arau;José Luis Fernández
26265,Robert Fuest,Vincent Price;Robert Quarry;Valli Kemp;Hugh Griffith;John Thaw
26283,Don Siegel,Walter Matthau;Joe Don Baker;Felicia Farr;Andrew Robinson;Sheree North
26285,John Carpenter,Brian Narelle;Cal Kuniholm;Dan O'Bannon;Dre Pahich;Adam Beckenbaugh
26303,Brian De Palma,Margot Kidder;Jennifer Salt;Charles Durning;William Finley;Lisle Wilson
26308,Paul Verhoeven,Monique van de Ven;Rutger Hauer;Tonny Huurdeman;Wim van den Brink;Hans Boskamp
26313,Robert Altman,George Segal;Elliott Gould;Ann Prentiss;Gwen Welles;Edward Walsh
26317,Just Jaeckin,Sylvia Kristel;Alain Cuny;Marika Green;Daniel Sarky;Jeanne Colletin
26322,H.B. Halicki,H.B. Halicki;Marion Busia;Jerry Daugirda;James McIntyre;George Cole
26326,Alejandro Jodorowsky,Alejandro Jodorowsky;Horacio Salinas;Zamira Saunders;Juan Ferrara;Adriana Page
26340,René Goscinny,Roger Carel;Jacques Morel;Jean Martinelli;Henri Virlogeux;Pierre Tornade
26344,John Frankenheimer,Gene Hackman;Fernando Rey;Bernard Fresson;Philippe Léotard;Ed Lauter
26347,Eldar Ryazanov,Andrey Myagkov;Barbara Brylska;Yuriy Yakovlev;Aleksandr Shirvindt;Georgi Burkov
26350,Michelangelo Antonioni,Jack Nicholson;Maria Schneider;Jenny Runacre;Ian Hendry;Steven Berkoff
26357,Dan Curtis,Karen Black;Robert Burton;John Karlen;George Gaynes;Jim Storm
26359,Bernardo Bertolucci,Robert De Niro;Gérard Depardieu;Dominique Sanda;Stefania Sandrelli;Donald Sutherland
26365,Richard T. Heffron,Peter Fonda;Blythe Danner;Arthur Hill;Yul Brynner;John P. Ryan
26366,Barbara Kopple,Norman Yarborough;Houston Elmore;Phil Sparks;Bessie Lou Cornett Parker;Sudie Crusenberry
26375,Arthur Hiller,Gene Wilder;Jill Clayburgh;Richard Pryor;Patrick McGoohan;Ned Beatty
26386,Mel Brooks,Mel Brooks;Madeline Kahn;Cloris Leachman;Harvey Korman;Ron Carey
26391,Martin Scorsese,Liza Minnelli;Robert De Niro;Lionel Stander;Barry Primus;Mary Kay Place
26394,Herbert Ross,Anne Bancroft;Shirley MacLaine;Tom Skerritt;Mikhail Baryshnikov;Leslie Browne
26399,Chang Cheh,Chiang Sheng;Phillip Kwok;Sun Chien;Lu Feng;Lo Meng
26401,John Woo,Damian Lau Chung-Yan;Wai Pak;Lau Kong;Fung Hak-On;Chin Yuet-Sang
26409,Robert S. Fiveson,Peter Graves;Eileen Dietz;Paulette Breen;Frank Ashmore;Dick Sargent
26413,Yuen Woo-Ping,Jackie Chan;Simon Yuen Siu-Tien;Hwang Jang-Lee;Dean Shek Tin;Roy Horan
26422,Miloš Forman,John Savage;Treat Williams;Beverly D'Angelo;Annie Golden;Dorsey Wright
26429,Stan Dragoti,George Hamilton;Susan Saint James;Richard Benjamin;Dick Shawn;Arte Johnson
26444,Alan J.W. Bell,Peter Jones;Simon Jones;David Dixon;Sandra Dickinson;Mark Wing-Davey
26464,John Badham,Roy Scheider;Warren Oates;Candy Clark;Daniel Stern;Paul Roebling
26467,Arif Babayev,Malik Dadashov;Hasan Mammadov;Ernst Romanov;Gennadi Korolkov;Juozas Budraitis
26471,Bruce Gowers,Eddie Murphy;James Argiro
26472,Gregory Nava,Zaide Silvia Gutiérrez;David Villalpando;Ernesto Gómez Cruz;Lupe Ontiveros;Trinidad Silva
26492,John Landis,Dan Aykroyd;Albert Brooks;Scatman Crothers;John Lithgow;Vic Morrow
26498,Leos Carax,Denis Lavant;Mireille Perrier;Carroll Brooks;Maïté Nahyr;Elie Poicard
26504,Richard Franklin,Henry Thomas;Dabney Coleman;Michael Murphy;Christina Nigra;John McIntire
26523,Charles E. Sellier Jr.,Robert Brian Wilson;Lilyan Chauvin;Gilmer McCormick;Charles Dierkop;Toni Nero
26524,Rob Epstein,Harvey Milk;Harvey Fierstein;Anne Kronenberg;Tory Hartmann;Tom Ammiano
26527,Pedro Almodóvar,Carmen Maura;Luis Hostalot;Ryo Hiruma;Ángel de Andrés López;Gonzalo Suárez
26528,Kevin Sullivan,Megan Follows;Colleen Dewhurst;Richard Farnsworth;Patricia Hamilton;Marilyn Lightstone
26539,Volker Schlöndorff,Dustin Hoffman;Kate Reid;John Malkovich;Stephen Lang;Charles Durning
26542,Ken Wheat,Wilford Brimley;Warwick Davis;Aubree Miller;Siân Phillips;Carel Struycken
26547,Jackie Chan,Jackie Chan;Brigitte Lin;Maggie Cheung;Bill Tung Biu;Chor Yuen
26554,Geoff Murphy,Bruno Lawrence;Alison Routledge;Anzac Wallace;Pete Smith;Tom Hyde
26555,John Landis,Chevy Chase;Dan Aykroyd;Steve Forrest;Donna Dixon;Bruce Davison
26562,Taylor Hackford,Mikhail Baryshnikov;Gregory Hines;Jerzy Skolimowski;Helen Mirren;Geraldine Page
26564,Bertrand Tavernier,Dexter Gordon;François Cluzet;Gabrielle Haker;Christine Pascal;Pierre Trabaud
26567,Harold Ramis,Robin Williams;Peter O'Toole;Rick Moranis;Jimmy Cliff;Twiggy
26585,John Woo,Ti Lung;Chow Yun-Fat;Leslie Cheung;Emily Chu Bo-Yee;Waise Lee Chi-Hung
26590,Don Jurwich,Charlie Adler;Shuko Akune;Jack Angel;Michael Bell;Gregg Berger
26593,Donald G. Jackson,Roddy Piper;Sandahl Bergman;Cec Verrell;William Smith;Rory Calhoun
26599,Pedro Almodóvar,Eusebio Poncela;Carmen Maura;Antonio Banderas;Miguel Molina;Fernando Guillén
26603,John Carpenter,Donald Pleasence;Lisa Blount;Victor Wong;Jameson Parker;Dennis Dun
26612,John Woo,Chow Yun-Fat;Ti Lung;Dean Shek Tin;Leslie Cheung;Emily Chu Bo-Yee
26614,Roger Young,Richard Chamberlain;Jaclyn Smith;Yorgo Voyagis;Denholm Elliott
26622,Robert M. Young,Tom Hulce;Ray Liotta;Jamie Lee Curtis;Todd Graff;Bill Cobbs
26629,Stephen Chiodo,Grant Cramer;Suzanne Snyder;John Allen Nelson;John Vernon;Royal Dano
26630,Colin Chilvers,Michael Jackson;Joe Pesci;Sean Ono Lennon;Kelley Parker;Brandon Quintin Adams
26631,Jan Švankmajer,Kristýna Kohoutová
26645,Étienne Chatiliez,Benoît Magimel;Valérie Lalande;Catherine Hiegel;Daniel Gélin;Hélène Vincent
26662,Hayao Miyazaki,Minami Takayama;Rei Sakuma;Kappei Yamaguchi;Keiko Toda;Mieko Nobusawa
26676,John Cornell,Paul Hogan;Elias Koteas;Linda Kozlowski;Doreen Lang;Douglas Seale
26680,John Waters,Johnny Depp;Amy Locane;Susan Tyrrell;Iggy Pop;Ricki Lake
26681,John Woo,Tony Leung;Jacky Cheung;Waise Lee Chi-Hung;Simon Yam;Fennie Yuen Kit-Ying
26686,Sidney Poitier,Bill Cosby;Kimberly Russell;Denise Nicholas;Ian Bannen;Christine Ebersole
26693,Claude Lelouch,Jean-Paul Belmondo;Richard Anconina;Marie-Sophie L.;Jean-Philippe Chatrier;Lio
26694,Zhang Yimou,Gong Li;Li Wei;Li Baotian;Niu Xingli;Jia Zhaoji
26695,Peter Medak,Gary Kemp;Martin Kemp;Billie Whitelaw;Tom Bell;Susan Fleetwood
26696,Sheldon Lettich,Jean-Claude Van Damme;Harrison Page;Lisa Pelikan;Ashley Johnson;Deborah Rennard
26700,Jonathan Lynn,Eric Idle;Robbie Coltrane;Camille Coduri;Janet Suzman;Doris Hare
26701,Mamoru Oshii,Mina Tominaga;Toshio Furukawa;Ryusuke Ohbayashi;Yoshiko Sakakibara;Yō Inoue
26704,Phil Joanou,Sean Penn;Ed Harris;Gary Oldman;Robin Wright;John Turturro
26712,Michael Apted,Tony Walker;Neil Hughes;Nicholas Hitchon;John Brisby;Bruce Balden
26717,E. Elias Merhige,Brian Salzberg;Donna Dempsey;Stephen Charles Barry
26726,Peter Faiman,Ed O'Neill;Ethan Embry;JoBeth Williams;Christopher McDonald;Ari Meyers
26729,Fax Bahr,Francis Ford Coppola;Eleanor Coppola;John Milius;George Lucas;Sam Bottoms
26732,Roberto Benigni,Roberto Benigni;Nicoletta Braschi;Paolo Bonacelli;Franco Volpi;Ivano Marescotti
26736,Lam Nai-Choi,Louis Fan Siu-Wong;Fan Mei-Sheng;William Ho;Gloria Yip Wan-Yee;Yukari Ôshima
26741,Stewart Raffill,Kristy Swanson;William Ragsdale;Meshach Taylor;Terry Kiser;Stuart Pankin
26743,Isao Takahata,Miki Imai;Toshiro Yanagiba;Yoko Honna;Mayumi Izuka;Masahiro Itou
26745,Norman Jewison,Danny DeVito;Gregory Peck;Penelope Ann Miller;Piper Laurie;Dean Jones
26750,Simon Wincer,Tom Selleck;Laura San Giacomo;Alan Rickman;Chris Haywood;Ron Haddrick
26764,Albert Pyun,Matt Salinger;Ronny Cox;Ned Beatty;Darren McGavin;Michael Nouri
26765,Wong Jing,Jackie Chan;Joey Wong Cho-Yin;Kumiko Goto;Chingmy Yau Suk-Ching;Richard Norton
26776,Hayao Miyazaki,Shūichirō Moriyama;Tokiko Kato;Bunshi Katsura VI;Tsunehiko Kamijô;Akemi Okamura
26777,Gianni Amelio,Enrico Lo Verso;Valentina Scalici;Giuseppe Ieracitano;Marina Golovine;Florence Darel
26778,Sidney J. Furie,Rodney Dangerfield;Jackée Harry;Jonathan Brandis;Ilene Graff;Vinessa Shaw
26782,Arne Glimcher,Antonio Banderas;Armand Assante;Cathy Moriarty;Maruschka Detmers;Pablo Calogero
26791,David Seltzer,Michael Douglas;Melanie Griffith;Liam Neeson;Joely Richardson;John Gielgud
26792,Aaron Norris,Jonathan Brandis;Chuck Norris;Beau Bridges;Mako;Julia Nickson
26796,Claude Sautet,Daniel Auteuil;Emmanuelle Béart;André Dussollier;Élisabeth Bourgine;Brigitte Catillon
26797,Stuart Samuels,Ernest R. Dickerson;Michael Chapman;Allen Daviau;Caleb Deschanel;Lisa Rinzler
26810,Rolf de Heer,Nicholas Hope;Ralph Cotterill;Claire Benito;Syd Brisbane;Ullie Birvé
26812,Glenn Jordan,James Garner;Jonathan Pryce;Peter Riegert;Joanna Cassidy;Fred Thompson
26819,Stuart Gordon,Christopher Lambert;Kurtwood Smith;Loryn Locklin;Clifton Collins Jr.;Jeffrey Combs
26828,Michael Gottlieb,Hulk Hogan;David Johansen;Madeline Zima;Robert Hy Gorman;Sherman Hemsley
26838,Stephen Frears,Colm Meaney;Tina Kellegher;Ruth McCabe;Eanna MacLiam;Peter Rowen
26849,Mick Garris,Gary Sinise;Molly Ringwald;Jamey Sheridan;Laura San Giacomo;Ruby Dee
26854,Bradford May,Arnold Vosloo;Larry Drake;Kim Delaney;Renee O'Connor;Lawrence Dane
26861,Alex Winter,Alex Winter;Randy Quaid;Michael Stoyanov;Megan Ward;Keanu Reeves
26865,Gordon Chan,Jet Li;Shinobu Nakayama;Chin Siu-Ho;Paul Chun Pui;Yasuaki Kurata
26870,David S. Ward,Charlie Sheen;Tom Berenger;Corbin Bernsen;Dennis Haysbert;James Gammon
26871,Steve Miner,Gérard Depardieu;Katherine Heigl;Dalton James;Lauren Hutton;Faith Prince
26875,Giuseppe Tornatore,Gérard Depardieu;Roman Polanski;Sergio Rubini;Nicola Di Pinto;Tano Cimarosa
26900,Markku Pölönen,Martti Suosalo;Henrika Andersson;Jarmo Mäkinen;Pertti Koivula;Esko Nikkari
26901,Tab Murphy,Tom Berenger;Barbara Hershey;Kurtwood Smith;Steve Reevis;Andrew Miller
26903,Yoshifumi Kondo,Yoko Honna;Issey Takahashi;Takashi Tachibana;Shigeru Muroi;Minami Takayama
26913,Gisaburō Sugii,Koujiro Shimizu;Kenji Haga;Miki Fujitani;Masane Tsukayama;Takeshi Kusaka
26928,Éric Rohmer,Melvil Poupaud;Amanda Langlet;Gwenaëlle Simon;Aurelia Nolin;Aimé Lefèvre
26940,Betty Thomas,John Michael Higgins;Daniel Roebuck;Kathy Bates;Bob Balaban;Ed Begley Jr.
26947,Nicolas Winding Refn,Kim Bodnia;Mads Mikkelsen;Laura Drasbæk;Zlatko Burić;Slavko Labović
26958,Diarmuid Lawrence,Kate Beckinsale;Mark Strong;Samantha Morton;Raymond Coulthard;Olivia Williams
26965,Jim Sheridan,Daniel Day-Lewis;Emily Watson;Brian Cox;Ken Stott;Gerard McSorley
26974,Harmony Korine,Jacob Sewell;Nick Sutton;Lara Tosh;Jacob Reynolds;Darby Dougherty
26985,Gabriele Salvatores,Christopher Lambert;Diego Abatantuono;Sergio Rubini;Stefania Rocca;Amanda Sandrelli
26999,Darrell Rooney,Matthew Broderick;Neve Campbell;Jason Marsden;Nathan Lane;Ernie Sabella
27003,Graham Baker,Christopher Lambert;Rhona Mitra;Oliver Cotton;Götz Otto;Vincent Hammond
27006,Benjamin Ross,Liev Schreiber;James Cromwell;Melanie Griffith;John Malkovich;Liam Cunningham
27020,Michael Cristofer,Angelina Jolie;Elizabeth Mitchell;Eric Michael Cole;Kylie Travis;Louis Giambalvo
27022,Skip Woods,Thomas Jane;Paula Marshall;Aaron Eckhart;James Le Gros;Paulina Porizkova
27036,David Winning,Jason Connery;Deborah Moore;Lara Daans;Graham McTavish
27074,Leslie Libman,Leonard Nimoy;Peter Gallagher;Tim Guinee;Rya Kihlstedt;Sally Kirkland
27075,Dave Payne,Tim Curry;Daryl Hannah;Ed Begley Jr.;Carel Struycken;Ray Walston
27105,Uli Edel,Sam Shepard;Eric Roberts;Randy Quaid;Peter Stormare;Brad Rowe
27124,Nicolas Winding Refn,Kim Bodnia;Mads Mikkelsen;Zlatko Burić;Liv Corfixen;Levino Jensen
27134,Pitof,Gérard Depardieu;Guillaume Canet;Inés Sastre;André Dussollier;Édith Scob
27140,Turi Meyer,Tony Todd;Donna D'Errico;Alexia Robinson;Mike Moroff;Mark Adair-Rios
27155,Toshihiko Masuda,Tim Daly;Kevin Conroy;Dana Delany;Clancy Brown;Mark Hamill
27156,Kazuya Tsurumaki,Megumi Ogata;Megumi Hayashibara;Kotono Mitsuishi;Yuko Miyamura;Fumihiko Tachiki
27176,Tony Silver,Cap;Daze;Dondi;Kase 2;Eric Haze
27178,Fatih Akin,Moritz Bleibtreu;Christiane Paul;Mehmet Kurtuluş;İdil Üner;Branka Katić
27186,Michel Ocelot,Doudou Gueye Thiaw;Maimouna N'Diaye;Awa Sène Sarr;Robert Liensol;William Nadylam
27193,Gérard Krawczyk,Samy Naceri;Frédéric Diefenthal;Marion Cotillard;Emma Wiklund;Bernard Farcy
27246,Jane Anderson,Vanessa Redgrave;Michelle Williams;Ellen DeGeneres;Chloë Sevigny;Marian Seldes
27255,Abbas Kiarostami,Behzad Dorani;Farzad Sohrabi;Noghre Asadi;Roushan Karam Elmi;Bahman Ghobadi
27266,Wong Kar-wai,Tony Leung;Gong Li;Faye Wong;Takuya Kimura;Zhang Ziyi
27306,Jonathan Parker,Crispin Glover;David Paymer;Glenne Headly;Joe Piscopo;Maury Chaykin
27311,Curt Geda,Will Friedle;Kevin Conroy;Mark Hamill;Angie Harmon;Dean Stockwell
27317,Takashi Miike,Ryo Ishibashi;Eihi Shiina;Jun Kunimura;Tetsu Sawaki;Renji Ishibashi
27320,Ben Hopkins,Tom Fisher;Ian McNeice;Tony Maudsley;Will Keen;Andrew Melville
27328,SABU,Shinichi Tsutsumi;Yasuko Matsuyuki;Nanako Okochi;Naomi Nishida;Masanobu Ando
27329,Bruce Sinofsky,Damien Echols;Jason Baldwin;Jessie Misskelley Jr.;John Mark Byers;Kathy Bakken
27368,Alain Chabat,Alain Chabat;Jamel Debbouze;Édouard Baer;Gérard Darmon;Dieudonné
27369,Karen Disher,Tracy Grandstaff;Wendy Hoopes;Alvaro J. Gonzalez;Russell Hankin;Jessica Cydnee Jackson
27370,Saul Metzstein,Luke de Woolfson;James Lance;Kate Ashfield;Heike Makatsch;Enzo Cilenti
27373,Billy Crystal,Barry Pepper;Thomas Jane;Anthony Michael Hall;Richard Masur;Bruce McGill
27397,Park Chan-wook,Lee Young-ae;Lee Byung-hun;Song Kang-ho;Kim Tae-woo;Shin Ha-kyun
27408,Liliana Cavani,John Malkovich;Dougray Scott;Ray Winstone;Lena Headey;Chiara Caselli
27416,Josef Fares,Fares Fares;Torkel Petersson;Tuva Novotny;Laleh Pourkarim;Leonard Terfelt
27420,Lynn Hershman-Leeson,Tilda Swinton;Jeremy Davies;James Urbaniak;Karen Black;Al Nazemian
27434,Jaume Balagueró,Anna Paquin;Lena Olin;Iain Glen;Giancarlo Giannini;Fele Martínez
27441,Hiroyuki Kitakubo,Youki Kudoh;Saemi Nakamura;Joe Romersa;Rebecca Forstadt;Stuart Robinson
27450,Jan Kounen,Vincent Cassel;Juliette Lewis;Temuera Morrison;Ernest Borgnine;Djimon Hounsou
27473,Morgan J. Freeman,Mila Kunis;Geraint Wyn Davies;William Shatner;Robin Dunne;Lindy Booth
27478,Mark Mylod,Sacha Baron Cohen;Michael Gambon;Charles Dance;Kellie Bright;Martin Freeman
27480,Takashi Miike,Show Aikawa;Riki Takeuchi;Noriko Aota;Edison Chen;Ken'ichi Endô
27482,Andrzej Sekula,Kari Matchett;Geraint Wyn Davies;Grace Lynn Kung;Matthew Ferguson;Neil Crone
27491,Kiyoshi Kurosawa,Haruhiko Kato;Kumiko Aso;Koyuki;Kurume Arisaka;Masatoshi Matsuo
27513,Ulrich Seidl,Maria Hofstätter;Alfred Mrva;Franziska Weisz;Christine Jirku;Viktor Hennemann
27523,Kwak Jae-yong,Jun Ji-hyun;Cha Tae-hyun;Kim In-mun;Song Ok-suk;Han Jin-hee
27537,Vincenzo Natali,David Hewlett;Andrew Miller;Gordon Pinsent;Marie-Josée Croze;Andrew Lowery
27539,Nick Hurran,Brenda Blethyn;Alfred Molina;Christopher Walken;Naomi Watts;Robert Pugh
27549,Takashi Miike,Show Aikawa;Riki Takeuchi;Maria Chen;Richard Chen;Jason Chu Wing-Tong
27555,Michael Dowse,Paul Spence;David Lawrence;Gordon Skilling;Andrew Sparacino;Tracey Lawrence
27563,Takashi Miike,Kenji Sawada;Keiko Matsuzaka;Shinji Takeda;Naomi Nishida;Kiyoshiro Imawano
27584,Jean-Baptiste Andrea,Ray Wise;Alexandra Holden;Lin Shaye;Mick Cain;William Rosenfeld
27592,Park Chan-wook,Song Kang-ho;Shin Ha-kyun;Bae Doona;Im Ji-eun;Han Bo-bae
27595,Lee Demarbre,Phil Caracas;Murielle Varhelyi;Maria Moulton;Tim Devries;Ian Driscoll
27618,Peter Hyams,Edward Burns;Catherine McCormack;Ben Kingsley;William Armstrong;Jemima Rooper
27619,Bradley Raymond,Nathan Lane;Ernie Sabella;Julie Kavner;Jerry Stiller;Matthew Broderick
27627,Lee Chang-dong,Sul Kyung-gu;Moon So-ri;Ahn Nae-sang;Ryoo Seung-wan;Son Byung-ho
27644,Gabriele Muccino,Fabrizio Bentivoglio;Laura Morante;Monica Bellucci;Silvio Muccino;Nicoletta Romanoff
27660,Peter Chung,Keanu Reeves;Carrie-Anne Moss;Clayton Watson;Pamela Adlon;Melinda Clarke
27664,Vincent Gallo,Vincent Gallo;Chloë Sevigny;Cheryl Tiegs;Elizabeth Blake;Anna Vareschi
27667,Takashi Shimizu,Yûrei Yanagi;Ryôta Koyama;Takako Fuji;Hitomi Miwa;Asumi Miwa
27674,Greg Marcks,Rachael Leigh Cook;Ben Foster;Clark Gregg;Colin Hanks;Shawn Hatosy
27683,S.S. Wilson,Michael Gross;Sara Botsford;Billy Drago;Brent Roam;August Schellenberg
27685,Damon Santostefano,Anne Judson-Yager;Bree Turner;Kevin Cooney;Faune Chambers Watkins;Bryce Johnson
27689,Olivier Dahan,Jean Reno;Benoît Magimel;Camille Natta;Christopher Lee;Johnny Hallyday
27692,Bruce Beresford,Antonio Banderas;Eion Bailey;Alan Arkin;Jim Broadbent;Matt Day
27695,Hugo Rodríguez,Diego Luna;Lucas Crespi;Norman Sotolongo;Marta Belaustegui;Jesús Ochoa
27704,Kenta Fukasaku,Shugo Oshinari;Ai Maeda;Tatsuya Fujiwara;Ayana Sakai;Takeshi Kitano
27705,Ringo Lam Ling-Tung,Jean-Claude Van Damme;Lawrence Taylor;Lloyd Battista;Carlos Gómez;Chris Moir
27706,Brad Silberling,Emily Browning;Liam Aiken;Kara Hoffman;Shelby Hoffman;Jim Carrey
27716,Anders Thomas Jensen,Nikolaj Lie Kaas;Mads Mikkelsen;Line Kruse;Nicolas Bro;Aksel Erhardtsen
27721,Jean-Pierre Jeunet,Audrey Tautou;Gaspard Ulliel;Dominique Pinon;Chantal Neuwirth;André Dussollier
27722,Pen-Ek Ratanaruang,Tadanobu Asano;Sinitta Boonyasak;Chermarn Boonyasak;Yutaka Matsushige;Riki Takeuchi
27731,Hiroyuki Morita,Chizuru Ikewaki;Yoshihiko Hakamada;Aki Maeda;Tetsu Watanabe;Yousuke Saito
27741,Yoji Yamada,Hiroyuki Sanada;Rie Miyazawa;Nenji Kobayashi;Mitsuru Fukikoshi;Min Tanaka
27744,Ferzan Özpetek,Massimo Girotti;Raoul Bova;Filippo Nigro;Giovanna Mezzogiorno;Serra Yılmaz
27746,Brett Sullivan,Emily Perkins;Tatiana Maslany;Katharine Isabelle;Eric Johnson;Janet Kidder
27762,Mark Hamill,Mark Hamill;Donna D'Errico;Billy West;Lori Alan;Daran Norris
27768,Patrice Leconte,Sandrine Bonnaire;Fabrice Luchini;Michel Duchaussoy;Anne Brochet;Gilbert Melki
27769,Debra Granik,Vera Farmiga;Hugh Dillon;Clint Jordan;Caridad 'La Bruja' De La Luz;Jasper Daniels
27772,Takashi Shimizu,Megumi Okina;Misa Uehara;Yoji Tanaka;Misaki Itō;Kanji Tsuda
27773,Park Chan-wook,Choi Min-sik;Yoo Ji-tae;Kang Hye-jung;Kim Byeong-ok;Ji Dae-han
27776,Cédric Kahn,Jean-Pierre Darroussin;Carole Bouquet;Vincent Deniard;Alain Dion;Olivier Fornara
27778,Grant Harvey,Katharine Isabelle;Emily Perkins;Nathaniel Arcand;JR Bourne;Hugh Dillon
27784,Takashi Miike,Ko Shibasaki;Shinichi Tsutsumi;Kazue Fukiishi;Anna Nagata;Atsushi Ida
27788,John Maybury,Adrien Brody;Keira Knightley;Kris Kristofferson;Jennifer Jason Leigh;Kelly Lynch
27790,Danny Boyle,Alex Etel;Lewis McGibbon;James Nesbitt;Daisy Donovan;Christopher Fulford
27793,Phil Tippett,Colleen Porch;Richard Burgi;Lawrence Monoson;Brenda Strong;Ed Lauter
27801,Prachya Pinkaew,Tony Jaa;Petchtai Wongkamlao;Patrarin Punyanutatam;Suchao Pongwilai;Choomporn Theppitak
27802,Andrew Lau,Shawn Yue Man-Lok;Edison Chen;Francis Ng Chun-Yu;Eric Tsang Chi-Wai;Carina Lau Kar-Ling
27803,Alejandro Amenábar,Javier Bardem;Belén Rueda;Lola Dueñas;Joan Dalmau;Josep Maria Pou
27808,James L. Brooks,Adam Sandler;Téa Leoni;Paz Vega;Cloris Leachman;Shelbie Bruce
27815,Christophe Barratier,Gérard Jugnot;François Berléand;Kad Merad;Jean-Paul Bonnaire;Marie Bunel
27816,Ryan Little,Corbin Allred;Alexander Polinsky;Kirby Heyborne;Larry Bagby;Peter Holden
27820,Byambasuren Davaa,Janchiv Ayurzana;Chimed Ohin;Amgaabazar Gonson;Zeveljamz Nyam;Ikhbayar Amgaabazar
27821,Sydney Pollack,Nicole Kidman;Sean Penn;Catherine Keener;Jesper Christensen;Yvan Attal
27822,Chris Kentis,Blanchard Ryan;Daniel Travis;Saul Stein;Michael E. Williamson;Cristina Zenato
27826,Ian Iqbal Rashid,Jimi Mistry;Kyle MacLachlan;Suleka Mathew;Kristen Holden-Ried;Veena Sood
